DepMap_ID,stripped_cell_line_name,CCLE_Name,Alias,COSMICID,sex,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity,RRID,sample_collection_site,primary_or_metastasis,primary_disease,Subtype,TCGA_subtype,age,Sanger_Model_ID,WTSI_Master_Cell_ID,depmap_public_comments,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype,PatientID,DepmapModelType,OncotreeCode,PatientMolecularSubtype,AgeCategory,PatientRace,SourceDetail,TreatmentStatus,TreatmentDetails,OnboardedMedia,EngineeredModel,TissueOrigin,CatalogNumber,PlateCoating,ModelDerivationMaterial
ACH-002313,TK,TK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TK,13310450.0,Female,Academic lab,,,Unknown,,,CVCL_3216,haematopoietic_and_lymphoid_tissue,,Non-Hodgkin Lymphoma,Mature B-Cell Neoplasms,MISC,80.0,SIDM00323,8510.0,,Lymphoid,non_hodgkin_lymphoma,b_cell,,PT-lS0UAl,MBN,MBN,,Adult,,Sanger,,,,,,,,
ACH-002314,TUR,TUR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TUR,9097730.0,Male,Academic lab,,,Suspension,,,CVCL_1775,pleural_effusion,,Acute Myeloid Leukemia,Acute Monoblastic/Monocytic Leukemia,LAML,37.0,SIDM01205,60.0,,Myeloid,AML,M5,,PT-ZwaNYv,AMOL,AMOL,,Adult,caucasian,Sanger,,,,,,,,
ACH-002316,WIL2NS,WIL2NS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,WIL2-NS,13310490.0,Male,Academic lab,,,Suspension,,,CVCL_2761,spleen,,Hereditary Spherocytosis,Spherocytosis,,5.0,SIDM01102,14700.0,,Myeloid,,,,PT-I32vbo,HSP,,,Pediatric,,Sanger,,,,,,,,
ACH-002317,YT,YT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,YT,9463580.0,Male,Academic lab,,,Suspension,,,CVCL_1797,pericardial_effusion,,T-Lymphoblastic Leukemia/Lymphoma,Natural Killer (NK) Cell Lymphoblastic Leukemia/Lymphoma (NKCLL),MISC,15.0,SIDM00410,15210.0,,Lymphoid,NKC,,,PT-UFGRCW,NKCLL,NKCLL,,Pediatric,,Sanger,,,,,,,,
ACH-002319,184A1,184A1_BREAST,184A1,,Female,,,,Adherent,,,CVCL_3040,breast,,Non-Cancerous,Immortalized Breast Cells,,21.0,,,,Breast,,,,PT-P1NL5s,ZIMMBR,,,Adult,,,,,,,,,,
ACH-002320,600MPE,600MPE_BREAST,600MPE,,Female,,,,Unknown,,,CVCL_9875,pleural_effusion,Metastatic,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",BRCA,46.0,,,,Breast,,,,PT-1cs6Ay,BRCNOS,BRCNOS,,Adult,,,,,,,,,,
ACH-002321,HBL100,HBL100_BREAST,HBL100,,Unknown,,,,Adherent,,,CVCL_4362,Unknown,,Non-Cancerous,Immortalized Breast Cells,,,,,,Breast,,,,PT-g1RekN,ZIMMBR,,,Unknown,,,,,,,,,,
ACH-002322,HCC2185,HCC2185_BREAST,HCC2185,,Female,,,,Suspension,,,CVCL_3375,pleural_effusion,Metastatic,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,BRCA,49.0,,,,Breast,,ERneg_HER2neg,,PT-mrDUcm,ILC,ILC,,Adult,,,,,,,,,,
ACH-002323,HCC2688,HCC2688_BREAST,HCC2688,,Female,,,,Unknown,,,CVCL_3376,breast,,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,MISC,,,,,Breast,,,,PT-My4CKE,DCIS,DCIS,,Unknown,,,,,,,,,,
ACH-002324,HCC3153,HCC3153_BREAST,HCC3153,,Female,,,,Unknown,,,CVCL_3377,breast,,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,BRCA,,,,,Breast,,ERneg_HER2neg,,PT-fNIccy,IDC,IDC,,Unknown,,,,,,,,,,
ACH-002325,LY2,LY2_BREAST,LY2,,Female,,,,Unknown,,,CVCL_9579,breast,Metastatic,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA,69.0,,,,Breast,,,,PT-viJKnw,BRCA,BRCA,,Adult,,,,,,,,,,
ACH-002326,MACLS2,MACLS2_BREAST,MACLS2,,Female,,,,Adherent,,,CVCL_4571,pleural_effusion,Metastatic,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,BRCA,47.0,,,,Breast,,,,PT-JC7Q75,IDC,IDC,,Adult,,,,,,,,,,
ACH-002327,MCF12A,MCF12A_BREAST,MCF12A,,Female,,,,Adherent,,,CVCL_3744,breast,,Non-Cancerous,Immortalized Breast Cells,,63.0,,,,Breast,,,,PT-XQeJbT,ZIMMBR,,,Adult,,,,,,,,,,
ACH-002328,MX1,MX1_BREAST,MX1,,Female,,,,Adherent,,,CVCL_4774,breast,,"Breast Neoplasm, NOS","Breast Neoplasm, NOS",BRCA,29.0,,,,Breast,,,,PT-rWVvDJ,BNNOS,BNNOS,,Adult,,,,,,,,,,
ACH-002329,SKBR5,SKBR5_BREAST,SKBR5,,Female,,,,Unknown,,,CVCL_5217,breast,,"Breast Neoplasm, NOS","Breast Neoplasm, NOS",BRCA,,,,,Breast,,,,PT-NsYBoc,BNNOS,BNNOS,,Unknown,,,,,,,,,,
ACH-002330,SKBR7,SKBR7_BREAST,SKBR7,,Female,,,,Unknown,,,CVCL_5218,breast,,"Breast Neoplasm, NOS","Breast Neoplasm, NOS",BRCA,,,,,Breast,,,,PT-mmWa4u,BNNOS,BNNOS,,Unknown,,,,,,,,,,
ACH-002331,ZR75B,ZR75B_BREAST,ZR75B,,Female,,,,Unknown,,,CVCL_5614,ascites,Metastatic,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",BRCA,63.0,,,,Breast,,,,PT-k1TO7o,BRCNOS,BRCNOS,,Adult,,,,,,,,,,
ACH-002332,GISTT1,GISTT1_STOMACH,GISTT1,,Female,,,,Unknown,,,CVCL_4976,pleural_effusion,,Gastrointestinal Stromal Tumor,Gastrointestinal Stromal Tumor,MISC,47.0,,,,Soft Tissue,,,,PT-1dc2fQ,GIST,GIST,,Adult,,,,,,,,,,
ACH-002333,HCC827GR,HCC827GR_LUNG,HCC827GR,,Unknown,,,,Unknown,,,,lung,,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,MISC,,,,,Lung,,,,PT-oNAx3u,NSCLC,NSCLC,,Unknown,,,,,,,,,,
ACH-002334,SS1A,SS1A_SOFT_TISSUE,SS1A,,Unknown,,,,Unknown,,,,soft_tissue,,Synovial Sarcoma,Synovial Sarcoma,SARC,,,,,Soft Tissue,,,,PT-np4MZm,SYNS,SYNS,,Unknown,,,,,,,,,,
ACH-002336,HCET,HCET_UPPER_AERODIGESTIVE_TRACT,HCET,,Female,Academic lab,,,Adherent,,,CVCL_1272,eye,,Non-Cancerous,"Immortalized Epithelial Cells, Corneal, Differentiated",,49.0,SIDM00075,,,Eye,,,,PT-BqKZQU,ZIMMEPCOR,,,Adult,,Sanger,,,,,,,,
ACH-002337,JHU028,JHU028_LUNG,JHU028,,Male,Academic lab,,,Adherent,,,CVCL_5992,lung,Primary,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,52.0,SIDM00902,,SNP fingerprinting confirms that this line is an A549 derivative. DepMap metadata has been updated (as of 22Q2) to reflect this.,Lung,NSCLC,NSCLC_adenocarcinoma,,PT-cqv92I,LUAD,LUAD,,Adult,caucasian,Sanger,,,,,,,,
ACH-002338,M980513,M980513_SKIN,M980513,,Female,Academic lab,,,Unknown,,,CVCL_S675,lymph_node,Metastatic,Melanoma,Melanoma,SKCM,32.0,SIDM00177,,,Skin,melanoma,,,PT-6g2PcW,MEL,MEL,,Adult,,Sanger,,,,,,,,
ACH-002339,MOT,MOT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOT,,Male,Academic lab,,,Suspension,,,CVCL_1439,haematopoietic_and_lymphoid_tissue,,Mature B-Cell Neoplasms,Hairy Cell Leukemia,MISC,33.0,SIDM00623,,,Lymphoid,hairy_cell_leukemia,,,PT-7caxyS,HCL,HCL,,Adult,,Sanger,,,,,,,,
ACH-002340,NBSUSSR,NBSUSSR_AUTONOMIC_GANGLIA,NBSUSSR,,Male,Academic lab,,,Adherent,,,CVCL_1450,autonomic_ganglia,Primary,Neuroblastoma,Neuroblastoma,MISC,18.0,SIDM00002,,,Peripheral Nervous System,neuroblastoma,,,PT-f8l4QO,NBL,NBL,,Adult,asian,Sanger,Unknown,,,,,RCB0803,,
ACH-002342,BB30PBL,BB30PBL_MATCHED_NORMAL_TISSUE,BB30PBL,,Female,Academic lab,,,Suspension,,,CVCL_VU86,matched_normal_tissue,,Non-Cancerous,Matched Normal,CNTL,,,,,Normal,,,,PT-ezsoUP,ZMNOR,,,Unknown,,Sanger,,,,,,,,
ACH-002343,BB49EBV,BB49EBV_MATCHED_NORMAL_TISSUE,BB49EBV,,Female,Academic lab,,,Suspension,,,CVCL_VU51,matched_normal_tissue,,Non-Cancerous,Matched Normal,CNTL,70.0,,,,Normal,,,,PT-2UHafq,ZMNOR,,,Adult,,Sanger,,,,,,,,
ACH-002344,BB65EBV,BB65EBV_MATCHED_NORMAL_TISSUE,BB65EBV,,Male,Academic lab,,,Suspension,,,CVCL_6F66,matched_normal_tissue,,Non-Cancerous,Matched Normal,CNTL,,,,,Normal,,,,PT-ySk3os,ZMNOR,,,Unknown,,Sanger,,,,,,,,
ACH-002345,CAR1,CAR1_LARGE_INTESTINE,CaR-1,,Male,JCRB,,,Adherent,EMEM + 10% FBS,,CVCL_1116,large_intestine,Metastatic,Colorectal Adenocarcinoma,Rectal Adenocarcinoma,READ,70.0,SIDM00488,,,Bowel,colorectal_adenocarcinoma,,,PT-ORM06p,READ,READ,,Adult,,JCRB,,,MF-015-001,,,JCRB0207,,
ACH-002346,CP50EBV,CP50EBV_MATCHED_NORMAL_TISSUE,CP50EBV,,Male,Academic lab,,,Unknown,,,CVCL_UY79,matched_normal_tissue,,Non-Cancerous,Matched Normal,CNTL,,SIDM01716,,,Normal,,,,PT-eNOXVI,ZMNOR,,,Unknown,,Sanger,,,,,,,,
ACH-002347,CP66EBV,CP66EBV_MATCHED_NORMAL_TISSUE,CP66EBV,,Male,Academic lab,,,Unknown,,,CVCL_VU67,matched_normal_tissue,,Non-Cancerous,Matched Normal,CNTL,,SIDM01715,,,Normal,,,,PT-4V4zXY,ZMNOR,,,Unknown,,Sanger,,,,,,,,
ACH-002348,HSJDDIPG007,DIPG007_CENTRAL_NERVOUS_SYSTEM,HSJD-DIPG-007,,Unknown,Academic lab,,,Neurosphere,Tumor Stem Media + 10ng/mL PDGFAA and 10ng/mL PDGFBB,,CVCL_VU70,brain,Primary,Diffuse Glioma,Diffuse Intrinsic Pontine Glioma,MISC,6.0,SIDM01714,,,CNS/Brain,,,,PT-zbNCyh,DIPG,DIPG,,Pediatric,,"Hospital Sant Joan de Deu, Barcelona) received from University of Zurich ",,,MF-032-002,,,,,
ACH-002349,GBM001,GBM001_CENTRAL_NERVOUS_SYSTEM,GBM001,,Unknown,Academic lab,,,Unknown,,,,matched_normal_tissue,,Diffuse Glioma,Glioblastoma,GBM,,,,,CNS/Brain,,,,PT-aHXCAf,GB,GB,,Unknown,,Sanger,,,,,,,,
ACH-002350,HA7EBV,HA7EBV_MATCHED_NORMAL_TISSUE,HA7EBV,,Male,Academic lab,,,Unknown,,,CVCL_E909,matched_normal_tissue,,Non-Cancerous,Matched Normal,CNTL,,SIDM01711,,,Normal,,,,PT-ISixNE,ZMNOR,,,Unknown,,Sanger,,,,,,,,
ACH-002351,L542,L542_MATCHED_NORMAL_TISSUE,L542,,Female,Academic lab,,,Suspension,,,CVCL_VU88,matched_normal_tissue,,Non-Cancerous,Matched Normal,CNTL,,,,,Normal,,,,PT-WBoaow,ZMNOR,,,Unknown,,Sanger,,,,,,,,
ACH-002352,LB1047EBV,LB1047EBV_MATCHED_NORMAL_TISSUE,LB1047EBV,,Female,Academic lab,,,Suspension,,,CVCL_E908,matched_normal_tissue,,Non-Cancerous,Matched Normal,CNTL,,,,,Normal,,,,PT-fygqZz,ZMNOR,,,Unknown,,Sanger,,,,,,,,
ACH-002353,LB2241EBV,LB2241EBV_MATCHED_NORMAL_TISSUE,LB2241EBV,,Male,Academic lab,,,Suspension,,,CVCL_VU68,matched_normal_tissue,,Non-Cancerous,Matched Normal,CNTL,,,,,Normal,,,,PT-hcnphT,ZMNOR,,,Unknown,,Sanger,,,,,,,,
ACH-002354,LB2518EBV,LB2518EBV_MATCHED_NORMAL_TISSUE,LB2518EBV,,Female,Academic lab,,,Suspension,,,CVCL_E914,matched_normal_tissue,,Non-Cancerous,Matched Normal,CNTL,,,,,Normal,,,,PT-g7qDcx,ZMNOR,,,Unknown,,Sanger,,,,,,,,
ACH-002355,LB373EBV,LB373EBV_MATCHED_NORMAL_TISSUE,LB373EBV,,Female,Academic lab,,,Suspension,,,CVCL_E917,matched_normal_tissue,,Non-Cancerous,Matched Normal,CNTL,,,,,Normal,,,,PT-rIlRDz,ZMNOR,,,Unknown,,Sanger,,,,,,,,
ACH-002356,LB647PBL,LB647PBL_MATCHED_NORMAL_TISSUE,LB647PBL,,Male,Academic lab,,,Suspension,,,CVCL_VU82,matched_normal_tissue,,Non-Cancerous,Matched Normal,CNTL,,,,,Normal,,,,PT-JQF9VX,ZMNOR,,,Unknown,,Sanger,,,,,,,,
ACH-002357,LB771PBL,LB771PBL_MATCHED_NORMAL_TISSUE,LB771PBL,,Male,Academic lab,,,Suspension,,,CVCL_VU87,matched_normal_tissue,,Non-Cancerous,Matched Normal,CNTL,,,,,Normal,,,,PT-4F46jD,ZMNOR,,,Unknown,,Sanger,,,,,,,,
ACH-002358,LB831EBV,LB831EBV_MATCHED_NORMAL_TISSUE,LB831EBV,,Male,Academic lab,,,Suspension,,,CVCL_E913,matched_normal_tissue,,Non-Cancerous,Matched Normal,CNTL,65.0,,,,Normal,,,,PT-Ymhhgy,ZMNOR,,,Adult,,Sanger,,,,,,,,
ACH-002360,MZ1B,MZ1B_MATCHED_NORMAL_TISSUE,MZ1B,,Male,Academic lab,,,Unknown,,,CVCL_VU73,matched_normal_tissue,,Non-Cancerous,Matched Normal,CNTL,46.0,SIDM01878,,,Normal,,,,PT-PReW1L,ZMNOR,,,Adult,,Sanger,,,,,,,,
ACH-002361,MZ7B,MZ7B_MATCHED_NORMAL_TISSUE,MZ7B,,Female,Academic lab,,,Unknown,,,CVCL_VU72,matched_normal_tissue,,Non-Cancerous,Matched Normal,CNTL,25.0,SIDM01879,,,Normal,,,,PT-XDM0rA,ZMNOR,,,Adult,,Sanger,,,,,,,,
ACH-002362,NCIBL128,NCIBL128_MATCHED_NORMAL_TISSUE,NCIBL128,,Male,Academic lab,,,Suspension,,,CVCL_2636,matched_normal_tissue,,Non-Cancerous,Matched Normal,CNTL,60.0,,,,Normal,,,,PT-eS45m8,ZMNOR,,,Adult,,Sanger,,,,,,,,
ACH-002363,NCIBL1395,NCIBL1395_MATCHED_NORMAL_TISSUE,NCIBL1395,,Female,Academic lab,,,Suspension,,,CVCL_2638,haematopoietic_and_lymphoid_tissue,,Non-Cancerous,Matched Normal,CNTL,55.0,SIDM00643,,,Normal,,,,PT-oKf5lW,ZMNOR,,,Adult,caucasian,Sanger,,,,,,,,
ACH-002364,NCIBL1437,NCIBL1437_MATCHED_NORMAL_TISSUE,NCIBL1437,,Male,Academic lab,,,Suspension,,,CVCL_2639,matched_normal_tissue,,Non-Cancerous,Matched Normal,CNTL,60.0,,,,Normal,,,,PT-KKsvGZ,ZMNOR,,,Adult,caucasian,Sanger,,,,,,,,
ACH-002365,NCIBL1770,NCIBL1770_MATCHED_NORMAL_TISSUE,NCIBL1770,,Male,Academic lab,,,Suspension,,,CVCL_2644,matched_normal_tissue,,Non-Cancerous,Matched Normal,CNTL,57.0,SIDM00752,,,Normal,,,,PT-lWWpjR,ZMNOR,,,Adult,,Sanger,,,,,,,,
ACH-002366,NCIBL2009,NCIBL2009_MATCHED_NORMAL_TISSUE,NCIBL2009,,Female,Academic lab,,,Suspension,,,CVCL_2645,matched_normal_tissue,,Non-Cancerous,Matched Normal,CNTL,68.0,SIDM00736,,,Normal,,,,PT-bwPYLi,ZMNOR,,,Adult,caucasian,Sanger,,,,,,,,
ACH-002367,NCIBL2052,NCIBL2052_MATCHED_NORMAL_TISSUE,NCIBL2052,,Male,Academic lab,,,Suspension,,,CVCL_2647,matched_normal_tissue,,Non-Cancerous,Matched Normal,CNTL,65.0,SIDM00712,,,Normal,,,,PT-TexA3V,ZMNOR,,,Adult,caucasian,Sanger,,,,,,,,
ACH-002368,NCIBL2087,NCIBL2087_MATCHED_NORMAL_TISSUE,NCIBL2087,,Male,Academic lab,,,Suspension,,,CVCL_2648,matched_normal_tissue,,Non-Cancerous,Matched Normal,CNTL,69.0,SIDM00707,,,Normal,,,,PT-lYuNel,ZMNOR,,,Adult,caucasian,Sanger,,,,,,,,
ACH-002369,NCIBL209,NCIBL209_MATCHED_NORMAL_TISSUE,NCIBL209,,Male,Academic lab,,,Suspension,,,CVCL_2649,matched_normal_tissue,,Non-Cancerous,Matched Normal,CNTL,55.0,SIDM00705,,,Normal,,,,PT-DzY90c,ZMNOR,,,Adult,caucasian,Sanger,,,,,,,,
ACH-002370,NCIBL2122,NCIBL2122_MATCHED_NORMAL_TISSUE,NCIBL2122,,Female,Academic lab,,,Suspension,,,CVCL_2651,matched_normal_tissue,,Non-Cancerous,Matched Normal,CNTL,46.0,SIDM00701,,,Normal,,,,PT-6IoG5q,ZMNOR,,,Adult,caucasian,Sanger,,,,,,,,
ACH-002371,NCIBL2126,NCIBL2126_MATCHED_NORMAL_TISSUE,NCIBL2126,,Male,Academic lab,,,Suspension,,,CVCL_2652,pleural_effusion,,Non-Cancerous,Matched Normal,CNTL,65.0,SIDM00790,,,Normal,,,,PT-AOPcW9,ZMNOR,,,Adult,caucasian,Sanger,,,,,,,,
ACH-002372,NCIBL2171,NCIBL2171_MATCHED_NORMAL_TISSUE,NCIBL2171,,Male,Academic lab,,,Suspension,,,CVCL_2654,matched_normal_tissue,,Non-Cancerous,Matched Normal,CNTL,50.0,SIDM00717,,,Normal,,,,PT-NNs10U,ZMNOR,,,Adult,caucasian,Sanger,,,,,,,,
ACH-002373,HCC1187BL,HCC1187_MATCHED_NORMAL_TISSUE,HCC1187BL,,Female,ATCC,,,Suspension,,,CVCL_1248,matched_normal_tissue,,Non-Cancerous,Matched Normal,CNTL,41.0,SIDM00869,,,Normal,,,,PT-yKJqsn,ZMNOR,,,Adult,caucasian,ATCC,,,,,,,,
ACH-002374,HCC1599BL,HCC1599_MATCHED_NORMAL_TISSUE,HCC1599BL,,Female,Academic lab,,,Suspension,,,CVCL_1257,matched_normal_tissue,,Non-Cancerous,Matched Normal,CNTL,44.0,SIDM00876,,,Normal,,,,PT-ZerhVq,ZMNOR,,,Adult,caucasian,Sanger,,,,,,,,
ACH-002375,HCC1937BL,HCC1937_MATCHED_NORMAL_TISSUE,HCC1937BL,,Female,Academic lab,,,Suspension,,,CVCL_3281,matched_normal_tissue,,Non-Cancerous,Matched Normal,CNTL,24.0,SIDM00873,,,Normal,,,,PT-Vntr9y,ZMNOR,,,Adult,caucasian,Sanger,,,,,,,,
ACH-002376,LS1034PBL,LS1034_MATCHED_NORMAL_TISSUE,LS1034-PBL,,Male,Academic lab,,,Suspension,,,CVCL_VV29,matched_normal_tissue,,Non-Cancerous,Matched Normal,CNTL,54.0,,,,Normal,,,,PT-XQHvQF,ZMNOR,,,Adult,caucasian,Sanger,,,,,,,,
ACH-002377,HCC38BL,HCC38_MATCHED_NORMAL_TISSUE,HCC38BL,,Female,ATCC,,,Suspension,,,CVCL_1268,matched_normal_tissue,,Non-Cancerous,Matched Normal,CNTL,50.0,SIDM00674,,,Normal,,,,PT-S4bLNM,ZMNOR,,,Adult,caucasian,ATCC,,,,,,,,
ACH-002378,HCC1143BL,HCC1143_MATCHED_NORMAL_TISSUE,HCC1143-BL,,Female,Academic lab,,,Suspension,,,CVCL_1246,matched_normal_tissue,,Non-Cancerous,Matched Normal,CNTL,52.0,SIDM00868,,,Normal,,,,PT-UPBMOO,ZMNOR,,,Adult,,Sanger,,,,,,,,
ACH-002379,J82EBV,J82_MATCHED_NORMAL_TISSUE,J82EBV,,Male,Academic lab,,,Suspension,,,CVCL_5H97,matched_normal_tissue,,Non-Cancerous,Matched Normal,CNTL,58.0,,,,Normal,,,,PT-jGS2bl,ZMNOR,,,Adult,caucasian,Sanger,,,,,,,,
ACH-002380,COLO829BL,COLO829_MATCHED_NORMAL_TISSUE,COLO829BL,,Male,Academic lab,,,Suspension,,,CVCL_1999,matched_normal_tissue,,Non-Cancerous,Matched Normal,CNTL,45.0,SIDM00908,,,Normal,,,,PT-w6ABKA,ZMNOR,,,Adult,caucasian,Sanger,,,,,,,,
ACH-002381,HCC2157BL,HCC2157_MATCHED_NORMAL_TISSUE,HCC2157BL,,Female,ATCC,,,Suspension,,,CVCL_1262,matched_normal_tissue,,Non-Cancerous,Matched Normal,CNTL,48.0,SIDM00773,,,Normal,,,,PT-vOaofa,ZMNOR,,,Adult,black_or_african_american,ATCC,,,,,,,,
ACH-002382,HCC1395BL,HCC1395_MATCHED_NORMAL_TISSUE,HCC1395BL,,Female,Academic lab,,,Suspension,,,CVCL_1250,matched_normal_tissue,,Non-Cancerous,Matched Normal,CNTL,43.0,SIDM00883,,,Normal,,,,PT-8MisfZ,ZMNOR,,,Adult,caucasian,Sanger,,,,,,,,
ACH-002383,HCC2218BL,HCC2218_MATCHED_NORMAL_TISSUE,HCC2218BL,,Female,Academic lab,,,Suspension,,,CVCL_1264,matched_normal_tissue,,Non-Cancerous,Matched Normal,CNTL,38.0,SIDM00696,,,Normal,,,,PT-DxHqyx,ZMNOR,,,Adult,caucasian,Sanger,,,,,,,,
ACH-002384,HCC1954BL,HCC1954_MATCHED_NORMAL_TISSUE,HCC1954BL,,Female,ATCC,,,Suspension,,,CVCL_1260,matched_normal_tissue,,Non-Cancerous,Matched Normal,CNTL,61.0,SIDM00871,,,Normal,,,,PT-603OA3,ZMNOR,,,Adult,east_indian,ATCC,,,,,,,,
ACH-002386,M00921,M00921_SKIN,M00921,,Female,Academic lab,,,Unknown,,,CVCL_S808,skin,Metastatic,Melanoma,Melanoma,SKCM,64.0,SIDM00178,,,Skin,melanoma,,,PT-mDCwIk,MEL,MEL,,Adult,,Sanger,,,,,,,,
ACH-002387,M1203273,M1203273_SKIN,M1203273,,Unknown,Academic lab,,,Unknown,,,CVCL_VS56,skin,Primary,Melanoma,Melanoma,SKCM,,SIDM00013,,,Skin,melanoma,,,PT-eN0Nme,MEL,MEL,,Unknown,,Sanger,,,,,,,,
ACH-002388,MET2B,MET2B_SKIN,MET2B,,Unknown,Academic lab,,,Unknown,,,CVCL_VS57,skin,Primary,Melanoma,Melanoma,SKCM,,SIDM00221,,,Skin,melanoma,,,PT-FieisY,MEL,MEL,,Unknown,,Sanger,,,,,,,,
ACH-002389,ACN,ACN_AUTONOMIC_GANGLIA,ACN,,Male,Academic lab,,,Unknown,,,CVCL_1068,bone_marrow,Metastatic,Neuroblastoma,Neuroblastoma,MISC,3.0,SIDM00057,,,Peripheral Nervous System,neuroblastoma,,,PT-iObwE0,NBL,NBL,,Pediatric,,Kim Stegmaier (DFCI),,,,,,,,
ACH-002392,SC1,SC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SC-1,,Male,Academic lab,,,Suspension,,,CVCL_1888,ascites,Metastatic,Mature B-Cell Neoplasms,Follicular Lymphoma,MISC,67.0,SIDM00400,,,Lymphoid,non_hodgkin_lymphoma,b_cell_follicular,,PT-V8LQ1n,FL,FL,,Adult,unknown,Sanger,Unknown,,,,,ACC-558,,
ACH-002397,KMHDASH2,KMH2_THYROID,KMH-2,20540940.0,Male,,,,Unknown,,,CVCL_S641,pleural_effusion,,Anaplastic Thyroid Cancer,Anaplastic Thyroid Cancer,THCA,71.0,SIDM00619,,,Thyroid,thyroid_carcinoma,,,PT-ix8RHJ,THAP,THAP,,Adult,,,,,,,,,,
ACH-002399,21NT,21NT_BREAST,21NT,,Female,Academic lab,,,Adherent,DMEM:F12 + 5% FBS,,CVCL_7933,breast,Primary,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,BRCA,36.0,,,,Breast,Breast Invasive Ductal Carcinoma,,,PT-iW8GZP,IDC,IDC,,Adult,,Polyak (DFCI),,,MF-007-008,,,,,
ACH-002446,CCLFUPGI0005T,CCLFUPGI0005T_STOMACH,CCLF_UPGI_0005_T,,Male,CCLF,2.0,"-5,096507211",Adherent,RPMI + 10% FBS,51,CVCL_B4KV,pleural_cavity,Metastatic,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD,70.0,,,,Esophagus/Stomach,gastric_adenocarcinoma,,,PT-i9nBPr,STAD,STAD,,Adult,caucasian,,Unknown,,MF-001-001,,,,,
ACH-002458,HT144SKINFV1,HT144_SKIN_FV1_RESISTANT,HT144 SKIN FV1,,Male,Academic lab,2.0,"-3,343694342",Adherent,RPMI + 10% FBS,"74,2",CVCL_A1VJ,skin,Metastatic,Melanoma,Melanoma,SKCM,29.0,,,,Skin,melanoma,,,PT-czDcsE,MEL,MEL,,Adult,caucasian,Paquita (Broad),,,MF-001-001,cultured to resistance,,,,
ACH-002459,HT144SKINFV3,HT144_SKIN_FV3_RESISTANT,HT144 SKIN FV3,,Male,Academic lab,2.0,"-3,133387830",Adherent,RPMI + 10% FBS,"85,8",CVCL_A1VL,skin,Metastatic,Melanoma,Melanoma,SKCM,29.0,,,,Skin,melanoma,,,PT-czDcsE,MEL,MEL,,Adult,caucasian,Paquita (Broad),,,MF-001-001,cultured to resistance,,,,
ACH-002460,HT144SKINFV2,HT144_SKIN_FV2_RESISTANT,HT144 SKIN FV2,,Male,Academic lab,1.0,"-3,685800707",Adherent,RPMI + 10% FBS,"86,4",CVCL_A1VK,skin,Metastatic,Melanoma,Melanoma,SKCM,29.0,,,,Skin,melanoma,,,PT-czDcsE,MEL,MEL,,Adult,caucasian,Vazquez (Broad),,,MF-001-001,cultured to resistance,,,,
ACH-002461,RVH421SKINFV1,RVH421_SKIN_FV1_RESISTANT,RVH421 SKIN FV1,,Male,Academic lab,,,Adherent,RPMI + 10% FBS,,CVCL_A1VM,central_nervous_system,Metastatic,Melanoma,Melanoma,SKCM,28.0,,,,Skin,melanoma,,,PT-Zy2EsL,MEL,MEL,,Adult,caucasian,Paquita (Broad),,,MF-001-001,cultured to resistance,,,,
ACH-002462,RPE1SS48,RPE1SS48_ENGINEERED,RPE1-ss48,,Female,Academic lab,,,Adherent,DMEM + 10% FBS,,CVCL_C8DQ,eye,,Non-Cancerous,"Immortalized Epithelial Cells, Retinal",,,,,Near-diploid control,Eye,"Immortalized Epithelial Cells, Retinal",,,PT-ml8vcL,ZIMMEPCRT,,,Unknown,,Uri Ben-David,,,MF-002-001,,,,,
ACH-002463,RPE1SS77,RPE1SS77_ENGINEERED,RPE1-ss77,,Female,Academic lab,,,Adherent,DMEM + 10% FBS,,CVCL_C8DT,eye,,Non-Cancerous,"Immortalized Epithelial Cells, Retinal",,,,,Near-diploid control,Eye,"Immortalized Epithelial Cells, Retinal",,,PT-ml8vcL,ZIMMEPCRT,,,Unknown,,Uri Ben-David,,,MF-002-001,,,,,
